product_code,customer_code,market_code,order_date,sales_qty,sales_amount,currency
Prod210,Cus016,Mark002,2019-06-01,1,162,"INR"
Prod210,Cus006,Mark004,2019-06-03,77,78398,"INR"
Prod210,Cus020,Mark004,2019-06-07,1,157,"INR"
Prod210,Cus016,Mark002,2019-06-10,1,324,"INR"
Prod210,Cus005,Mark004,2019-06-11,14,10106,"INR"
Prod210,Cus006,Mark004,2019-06-11,77,78398,"INR"
Prod210,Cus016,Mark002,2019-06-14,1,657,"INR"
Prod210,Cus005,Mark004,2019-06-18,19,13472,"INR"
Prod210,Cus006,Mark004,2019-06-20,77,78403,"INR"
Prod210,Cus016,Mark002,2019-06-21,1,162,"INR"
Prod210,Cus016,Mark002,2019-06-24,1,491,"INR"
Prod210,Cus016,Mark002,2019-06-28,1,83,"INR"
Prod210,Cus016,Mark002,2019-07-01,1,736,"INR"
Prod210,Cus023,Mark002,2019-07-01,1,83,"INR"
Prod210,Cus006,Mark004,2019-07-02,77,78398,"INR"
Prod210,Cus016,Mark002,2019-07-05,1,83,"INR"
Prod210,Cus016,Mark002,2019-07-08,2,1310,"INR"
Prod210,Cus016,Mark002,2019-07-12,1,981,"INR"
Prod210,Cus005,Mark004,2019-07-16,5,3370,"INR"
Prod210,Cus006,Mark004,2019-07-18,77,78398,"INR"
Prod210,Cus007,Mark004,2019-07-19,1,162,"INR"
Prod210,Cus016,Mark002,2019-07-19,1,83,"INR"
Prod210,Cus016,Mark002,2019-07-22,1,898,"INR"
Prod210,Cus006,Mark004,2019-07-24,77,78398,"INR"
Prod210,Cus007,Mark004,2019-07-26,1,162,"INR"
Prod210,Cus016,Mark002,2019-07-26,1,898,"INR"
Prod210,Cus005,Mark004,2019-07-30,14,10106,"INR"
Prod210,Cus016,Mark002,2019-08-02,1,736,"INR"
Prod210,Cus023,Mark002,2019-08-02,1,162,"INR"
Prod210,Cus020,Mark004,2019-08-05,1,310,"INR"
Prod210,Cus016,Mark002,2019-08-05,1,83,"INR"
Prod210,Cus005,Mark004,2019-08-06,2,1685,"INR"
Prod210,Cus006,Mark004,2019-08-09,77,78398,"INR"
Prod210,Cus016,Mark002,2019-08-09,1,407,"INR"
Prod210,Cus005,Mark004,2019-08-13,5,3370,"INR"
Prod210,Cus020,Mark004,2019-08-13,1,157,"INR"
Prod210,Cus016,Mark002,2019-08-16,1,574,"INR"
Prod210,Cus005,Mark004,2019-08-20,19,13472,"INR"
Prod210,Cus006,Mark004,2019-08-23,77,78398,"INR"
Prod210,Cus016,Mark002,2019-08-23,3,2204,"INR"
Prod210,Cus016,Mark002,2019-09-02,2,1222,"INR"
Prod210,Cus016,Mark002,2019-09-06,1,83,"INR"
Prod210,Cus006,Mark004,2019-09-11,77,78398,"INR"
Prod210,Cus016,Mark002,2019-09-13,1,329,"INR"
Prod210,Cus016,Mark002,2019-09-20,2,1551,"INR"
Prod210,Cus006,Mark004,2019-09-23,77,78398,"INR"
Prod210,Cus005,Mark004,2019-09-24,19,13472,"INR"
Prod210,Cus023,Mark002,2019-09-24,1,83,"INR"
Prod210,Cus016,Mark002,2019-09-27,1,491,"INR"
Prod210,Cus016,Mark002,2019-10-04,2,1310,"INR"
Prod210,Cus007,Mark004,2019-10-11,1,162,"INR"
Prod210,Cus016,Mark002,2019-10-11,1,653,"INR"
Prod210,Cus006,Mark004,2019-10-15,77,78398,"INR"
Prod210,Cus005,Mark004,2019-10-22,19,13472,"INR"
Prod210,Cus016,Mark002,2019-10-25,2,1306,"INR"
Prod210,Cus006,Mark004,2019-10-29,77,78398,"INR"
Prod210,Cus016,Mark002,2019-11-01,1,324,"INR"
Prod210,Cus023,Mark002,2019-11-06,1,83,"INR"
Prod210,Cus016,Mark002,2019-11-08,1,491,"INR"
Prod210,Cus006,Mark004,2019-11-15,77,78398,"INR"
Prod210,Cus016,Mark002,2019-11-15,1,569,"INR"
Prod210,Cus016,Mark002,2019-11-22,1,245,"INR"
Prod210,Cus006,Mark004,2019-11-27,77,78398,"INR"
Prod210,Cus007,Mark004,2019-11-29,1,162,"INR"
Prod210,Cus016,Mark002,2019-11-29,1,407,"INR"
Prod210,Cus005,Mark004,2019-12-03,19,13472,"INR"
Prod210,Cus020,Mark004,2019-12-11,1,310,"INR"
Prod210,Cus007,Mark004,2019-12-13,1,162,"INR"
Prod210,Cus005,Mark004,2019-12-17,19,13472,"INR"
Prod210,Cus006,Mark004,2019-12-17,77,78398,"INR"
Prod210,Cus016,Mark002,2019-12-20,1,407,"INR"
Prod210,Cus006,Mark004,2020-01-03,77,78403,"INR"
Prod210,Cus007,Mark004,2020-01-09,1,491,"INR"
Prod210,Cus023,Mark002,2020-01-09,1,83,"INR"
Prod210,Cus006,Mark004,2020-01-10,77,78398,"INR"
Prod210,Cus016,Mark002,2020-01-10,2,1227,"INR"
Prod210,Cus020,Mark004,2020-01-14,1,102,"INR"
Prod210,Cus007,Mark004,2020-01-17,1,491,"INR"
Prod210,Cus016,Mark002,2020-01-17,1,736,"INR"
Prod210,Cus006,Mark004,2020-01-23,77,78403,"INR"
Prod210,Cus016,Mark002,2020-01-24,1,569,"INR"
Prod210,Cus016,Mark002,2020-01-31,1,491,"INR"
Prod210,Cus005,Mark004,2020-02-04,19,13472,"INR"
Prod210,Cus023,Mark002,2020-02-04,1,83,"INR"
Prod210,Cus016,Mark002,2020-02-07,2,1306,"INR"
Prod210,Cus006,Mark004,2020-02-10,77,78398,"INR"
Prod210,Cus016,Mark002,2020-02-14,1,736,"INR"
Prod210,Cus006,Mark004,2020-02-18,77,78403,"INR"
Prod210,Cus016,Mark002,2020-02-21,1,324,"INR"
Prod210,Cus006,Mark004,2020-02-26,77,78403,"INR"
Prod210,Cus016,Mark002,2020-02-28,1,491,"INR"
Prod210,Cus023,Mark002,2020-02-28,1,162,"INR"
Prod210,Cus005,Mark004,2020-03-03,19,13472,"INR"
Prod210,Cus016,Mark002,2020-03-06,2,1389,"INR"
Prod210,Cus006,Mark004,2020-03-09,77,78403,"INR"
Prod210,Cus020,Mark004,2020-03-10,1,204,"INR"
Prod210,Cus016,Mark002,2020-03-13,1,653,"INR"
Prod210,Cus020,Mark004,2020-03-16,1,204,"INR"
Prod210,Cus005,Mark004,2020-04-07,19,13472,"INR"
Prod210,Cus023,Mark002,2020-04-14,1,83,"INR"
Prod210,Cus006,Mark004,2020-04-16,77,78403,"INR"
Prod210,Cus016,Mark002,2020-04-16,5,4412,"INR"
Prod210,Cus016,Mark002,2020-04-22,4,2935,"INR"
Prod210,Cus023,Mark002,2020-04-23,1,324,"INR"
Prod210,Cus016,Mark002,2020-04-28,2,1394,"INR"
Prod210,Cus006,Mark004,2020-04-29,77,78403,"INR"
Prod210,Cus005,Mark004,2020-05-05,19,13472,"INR"
Prod210,Cus016,Mark002,2020-05-05,7,5546,"INR"
Prod210,Cus007,Mark004,2020-05-06,8,8731,"INR"
Prod210,Cus007,Mark004,2020-05-08,2,2370,"INR"
Prod210,Cus016,Mark002,2020-05-08,3,2690,"INR"
Prod210,Cus007,Mark004,2020-05-11,1,1079,"INR"
Prod210,Cus023,Mark002,2020-05-11,1,162,"INR"
Prod210,Cus007,Mark004,2020-05-12,1,972,"INR"
Prod210,Cus016,Mark002,2020-05-14,3,2282,"INR"
Prod210,Cus006,Mark004,2020-05-22,77,78403,"INR"
Prod210,Cus016,Mark002,2020-05-30,6,4648,"INR"
Prod210,Cus016,Mark002,2020-06-05,1,736,"INR"
Prod210,Cus006,Mark004,2020-06-08,77,78403,"INR"
Prod210,Cus016,Mark002,2020-06-12,1,83,"INR"
Prod210,Cus005,Mark004,2020-06-16,19,13472,"INR"
Prod210,Cus016,Mark002,2020-06-16,3,2773,"INR"
Prod210,Cus006,Mark004,2020-06-17,154,156801,"INR"
Prod211,Cus001,Mark010,2017-10-05,20,4356,"INR"
Prod212,Cus016,Mark002,2017-10-06,1,644,"INR"
Prod212,Cus007,Mark004,2017-10-09,1,162,"INR"
Prod212,Cus020,Mark004,2017-10-12,1,296,"INR"
Prod212,Cus016,Mark002,2017-10-12,1,93,"INR"
Prod212,Cus007,Mark004,2017-10-13,1,329,"INR"
Prod212,Cus016,Mark002,2017-10-13,1,1014,"INR"
Prod212,Cus005,Mark004,2017-10-17,10,6468,"INR"
Prod212,Cus007,Mark004,2017-10-19,1,162,"INR"
Prod212,Cus016,Mark002,2017-10-19,1,366,"INR"
Prod212,Cus016,Mark002,2017-10-20,1,736,"INR"
Prod212,Cus006,Mark004,2017-10-23,77,78407,"INR"
Prod212,Cus007,Mark004,2017-10-27,1,491,"INR"
Prod212,Cus016,Mark002,2017-10-27,1,639,"INR"
Prod212,Cus006,Mark004,2017-11-03,77,78407,"INR"
Prod212,Cus007,Mark004,2017-11-03,1,162,"INR"
Prod212,Cus016,Mark002,2017-11-03,2,1472,"INR"
Prod212,Cus016,Mark002,2017-11-09,1,370,"INR"
Prod212,Cus007,Mark004,2017-11-10,1,162,"INR"
Prod212,Cus016,Mark002,2017-11-10,2,2023,"INR"
Prod212,Cus005,Mark004,2017-11-14,10,6468,"INR"
Prod212,Cus016,Mark002,2017-11-17,1,551,"INR"
Prod212,Cus006,Mark004,2017-11-21,77,78407,"INR"
Prod212,Cus016,Mark002,2017-11-23,1,366,"INR"
Prod212,Cus016,Mark002,2017-11-24,1,556,"INR"
Prod212,Cus005,Mark004,2017-11-28,10,6468,"INR"
Prod212,Cus016,Mark002,2017-12-01,1,736,"INR"
Prod212,Cus006,Mark004,2017-12-04,77,78407,"INR"
Prod212,Cus016,Mark002,2017-12-08,1,366,"INR"
Prod212,Cus016,Mark002,2017-12-14,1,93,"INR"
Prod212,Cus016,Mark002,2017-12-15,2,1375,"INR"
Prod212,Cus006,Mark004,2017-12-18,77,78407,"INR"
Prod212,Cus005,Mark004,2017-12-19,10,6468,"INR"
Prod212,Cus016,Mark002,2017-12-21,1,273,"INR"
Prod212,Cus016,Mark002,2017-12-22,2,1657,"INR"
Prod212,Cus023,Mark002,2017-12-22,1,185,"INR"
Prod212,Cus006,Mark004,2018-01-02,77,78407,"INR"
Prod212,Cus016,Mark002,2018-01-02,1,458,"INR"
Prod212,Cus016,Mark002,2018-01-05,3,2481,"INR"
Prod212,Cus005,Mark004,2018-01-09,10,6468,"INR"
Prod212,Cus023,Mark002,2018-01-09,1,185,"INR"
Prod212,Cus016,Mark002,2018-01-12,1,644,"INR"
Prod212,Cus016,Mark002,2018-01-19,1,644,"INR"
Prod212,Cus006,Mark004,2018-01-22,77,78398,"INR"
Prod212,Cus005,Mark004,2018-01-23,10,6468,"INR"
Prod212,Cus016,Mark002,2018-01-25,1,185,"INR"
Prod212,Cus016,Mark002,2018-01-26,1,1287,"INR"
Prod212,Cus016,Mark002,2018-02-01,1,185,"INR"
Prod212,Cus016,Mark002,2018-02-02,1,1106,"INR"
Prod212,Cus006,Mark004,2018-02-05,77,78398,"INR"
Prod212,Cus005,Mark004,2018-02-06,10,6468,"INR"
Prod212,Cus020,Mark004,2018-02-06,1,148,"INR"
Prod212,Cus016,Mark002,2018-02-08,1,185,"INR"
Prod212,Cus016,Mark002,2018-02-09,1,1282,"INR"
Prod212,Cus007,Mark004,2018-02-12,1,162,"INR"
Prod212,Cus016,Mark002,2018-02-15,1,366,"INR"
Prod212,Cus016,Mark002,2018-02-16,2,1560,"INR"
Prod212,Cus007,Mark004,2018-02-19,1,1148,"INR"
Prod212,Cus016,Mark002,2018-02-22,1,458,"INR"
Prod212,Cus007,Mark004,2018-02-23,1,162,"INR"
Prod212,Cus016,Mark002,2018-02-23,1,1106,"INR"
Prod212,Cus007,Mark004,2018-02-26,1,819,"INR"
Prod212,Cus006,Mark004,2018-02-27,77,78398,"INR"
Prod212,Cus016,Mark002,2018-03-01,1,551,"INR"
Prod212,Cus016,Mark002,2018-03-02,2,2014,"INR"
Prod212,Cus005,Mark004,2018-03-06,10,6468,"INR"
Prod212,Cus020,Mark004,2018-03-06,1,468,"INR"
Prod212,Cus007,Mark004,2018-03-09,1,162,"INR"
Prod212,Cus023,Mark002,2018-03-12,1,185,"INR"
Prod212,Cus006,Mark004,2018-03-14,77,78398,"INR"
Prod212,Cus023,Mark002,2018-03-14,1,185,"INR"
Prod212,Cus005,Mark004,2018-03-21,1,69,"INR"
Prod212,Cus023,Mark002,2018-03-21,1,185,"INR"
Prod212,Cus006,Mark004,2018-03-23,77,78398,"INR"
Prod212,Cus007,Mark004,2018-03-23,1,653,"INR"
Prod212,Cus023,Mark002,2018-03-23,1,273,"INR"
Prod212,Cus011,Mark003,2018-03-27,5,6208,"INR"
Prod212,Cus005,Mark004,2018-03-27,10,6468,"INR"
Prod212,Cus007,Mark004,2018-03-27,1,329,"INR"
Prod212,Cus007,Mark004,2018-03-28,1,329,"INR"
Prod212,Cus007,Mark004,2018-03-29,1,329,"INR"
Prod212,Cus007,Mark004,2018-04-03,3,4417,"INR"
Prod212,Cus020,Mark004,2018-04-09,1,157,"INR"
Prod212,Cus005,Mark004,2018-04-10,10,6468,"INR"
Prod212,Cus006,Mark004,2018-04-10,77,78398,"INR"
Prod212,Cus016,Mark002,2018-04-13,1,185,"INR"
Prod212,Cus016,Mark002,2018-04-16,3,2569,"INR"
Prod212,Cus006,Mark004,2018-04-23,77,78398,"INR"
Prod212,Cus020,Mark004,2018-04-23,1,157,"INR"
Prod212,Cus011,Mark003,2018-04-24,2,3102,"INR"
Prod212,Cus005,Mark004,2018-04-24,10,6468,"INR"
Prod212,Cus023,Mark002,2018-04-25,1,917,"INR"
Prod212,Cus007,Mark004,2018-04-26,1,1310,"INR"
Prod212,Cus005,Mark004,2018-05-02,10,6468,"INR"
Prod212,Cus006,Mark004,2018-05-04,77,78398,"INR"
Prod212,Cus016,Mark002,2018-05-04,1,551,"INR"
Prod212,Cus020,Mark004,2018-05-07,1,157,"INR"
Prod212,Cus007,Mark004,2018-05-08,1,162,"INR"
Prod212,Cus016,Mark002,2018-05-14,1,366,"INR"
Prod212,Cus023,Mark002,2018-05-14,1,273,"INR"
Prod212,Cus011,Mark003,2018-05-17,2,3102,"INR"
Prod212,Cus006,Mark004,2018-05-18,77,78398,"INR"
Prod212,Cus020,Mark004,2018-05-18,1,310,"INR"
Prod212,Cus011,Mark003,2018-05-29,2,3102,"INR"
Prod212,Cus005,Mark004,2018-05-29,10,6736,"INR"
Prod212,Cus016,Mark002,2018-06-05,1,185,"INR"
Prod212,Cus006,Mark004,2018-06-07,77,78398,"INR"
Prod212,Cus007,Mark004,2018-06-08,1,162,"INR"
Prod212,Cus016,Mark002,2018-06-08,2,1375,"INR"
Prod212,Cus011,Mark003,2018-06-12,2,3102,"INR"
Prod212,Cus006,Mark004,2018-06-13,77,78398,"INR"
Prod212,Cus007,Mark004,2018-06-14,1,1796,"INR"
Prod212,Cus016,Mark002,2018-06-15,1,1194,"INR"
Prod212,Cus023,Mark002,2018-06-15,1,273,"INR"
Prod212,Cus005,Mark004,2018-06-19,10,6736,"INR"
Prod212,Cus016,Mark002,2018-06-21,2,1375,"INR"
Prod212,Cus016,Mark002,2018-06-22,1,1194,"INR"
Prod212,Cus005,Mark004,2018-06-26,10,6736,"INR"
Prod212,Cus007,Mark004,2018-06-27,1,815,"INR"
Prod212,Cus023,Mark002,2018-06-28,1,366,"INR"
Prod212,Cus006,Mark004,2018-06-29,77,78398,"INR"
Prod212,Cus016,Mark002,2018-07-02,2,1560,"INR"
Prod212,Cus005,Mark004,2018-07-03,10,6736,"INR"
Prod212,Cus016,Mark002,2018-07-06,2,1745,"INR"
Prod212,Cus023,Mark002,2018-07-10,1,917,"INR"
Prod212,Cus006,Mark004,2018-07-11,77,78398,"INR"
Prod212,Cus005,Mark004,2018-07-16,10,6736,"INR"
Prod212,Cus016,Mark002,2018-07-16,3,2296,"INR"
Prod212,Cus020,Mark004,2018-07-17,1,310,"INR"
Prod212,Cus006,Mark004,2018-07-18,77,78398,"INR"
Prod212,Cus007,Mark004,2018-07-20,8,13088,"INR"
Prod212,Cus016,Mark002,2018-07-20,4,3213,"INR"
Prod212,Cus007,Mark004,2018-07-21,1,653,"INR"
Prod212,Cus006,Mark004,2018-07-27,77,78398,"INR"
Prod212,Cus007,Mark004,2018-07-27,1,329,"INR"
Prod212,Cus007,Mark004,2018-07-30,7,12102,"INR"
Prod212,Cus005,Mark004,2018-07-31,10,6736,"INR"
Prod212,Cus007,Mark004,2018-08-03,9,14718,"INR"
Prod212,Cus007,Mark004,2018-08-04,1,329,"INR"
Prod212,Cus006,Mark004,2018-08-06,77,78398,"INR"
Prod212,Cus005,Mark004,2018-08-07,10,6736,"INR"
Prod212,Cus005,Mark004,2018-08-14,10,6736,"INR"
Prod212,Cus006,Mark004,2018-08-14,77,78398,"INR"
Prod212,Cus016,Mark002,2018-08-21,1,273,"INR"
Prod212,Cus023,Mark002,2018-08-21,1,273,"INR"
Prod212,Cus006,Mark004,2018-08-23,77,78398,"INR"
Prod212,Cus016,Mark002,2018-08-24,1,1009,"INR"
Prod212,Cus005,Mark004,2018-08-28,10,6736,"INR"
Prod212,Cus016,Mark002,2018-08-28,2,1468,"INR"
Prod212,Cus020,Mark004,2018-09-04,1,310,"INR"
Prod212,Cus016,Mark002,2018-09-04,1,278,"INR"
Prod212,Cus023,Mark002,2018-09-06,1,551,"INR"
Prod212,Cus006,Mark004,2018-09-10,77,78398,"INR"
Prod212,Cus016,Mark002,2018-09-10,2,1468,"INR"
Prod212,Cus005,Mark004,2018-09-11,10,6736,"INR"
Prod212,Cus020,Mark004,2018-09-12,1,310,"INR"
Prod212,Cus007,Mark004,2018-09-14,1,819,"INR"
Prod212,Cus023,Mark002,2018-09-18,1,273,"INR"
Prod212,Cus007,Mark004,2018-09-21,1,162,"INR"
Prod212,Cus006,Mark004,2018-09-24,77,78398,"INR"
Prod212,Cus016,Mark002,2018-09-25,2,1468,"INR"
Prod212,Cus016,Mark002,2018-09-26,1,1194,"INR"
Prod212,Cus007,Mark004,2018-09-28,1,653,"INR"
Prod212,Cus016,Mark002,2018-10-01,1,1079,"INR"
Prod212,Cus005,Mark004,2018-10-02,10,6736,"INR"
Prod212,Cus007,Mark004,2018-10-06,1,329,"INR"
Prod212,Cus007,Mark004,2018-10-08,1,2292,"INR"
Prod212,Cus016,Mark002,2018-10-08,2,1769,"INR"
Prod212,Cus006,Mark004,2018-10-10,77,78398,"INR"
Prod212,Cus005,Mark004,2018-10-16,10,6736,"INR"
Prod212,Cus023,Mark002,2018-10-18,1,273,"INR"
Prod212,Cus006,Mark004,2018-10-22,77,78403,"INR"
Prod212,Cus020,Mark004,2018-10-29,1,310,"INR"
Prod212,Cus020,Mark004,2018-10-30,1,157,"INR"
Prod212,Cus016,Mark002,2018-10-30,4,3097,"INR"
Prod212,Cus006,Mark004,2018-11-01,77,78398,"INR"
Prod212,Cus005,Mark004,2018-11-06,10,6736,"INR"
Prod212,Cus016,Mark002,2018-11-06,2,1324,"INR"
Prod212,Cus016,Mark002,2018-11-07,1,1065,"INR"
Prod212,Cus023,Mark002,2018-11-07,1,306,"INR"
Prod212,Cus007,Mark004,2018-11-08,1,1963,"INR"
Prod212,Cus011,Mark003,2018-11-09,5,6208,"INR"
Prod212,Cus006,Mark004,2018-11-13,77,78398,"INR"
Prod212,Cus016,Mark002,2018-11-16,5,4426,"INR"
Prod212,Cus005,Mark004,2018-11-20,10,6736,"INR"
Prod212,Cus023,Mark002,2018-11-22,1,273,"INR"
Prod212,Cus006,Mark004,2018-11-23,77,78398,"INR"
Prod212,Cus016,Mark002,2018-11-23,2,1329,"INR"
Prod212,Cus016,Mark002,2018-11-26,1,352,"INR"
Prod212,Cus023,Mark002,2018-11-27,1,306,"INR"
Prod212,Cus007,Mark004,2018-11-28,1,329,"INR"
Prod212,Cus016,Mark002,2018-11-29,1,1236,"INR"
Prod212,Cus023,Mark002,2018-11-29,1,273,"INR"
Prod212,Cus005,Mark004,2018-12-04,10,6736,"INR"
Prod212,Cus006,Mark004,2018-12-06,77,78398,"INR"
Prod212,Cus020,Mark004,2018-12-07,1,310,"INR"
Prod212,Cus016,Mark002,2018-12-07,1,1231,"INR"
Prod212,Cus023,Mark002,2018-12-12,1,273,"INR"
Prod212,Cus016,Mark002,2018-12-14,2,1588,"INR"
Prod212,Cus005,Mark004,2018-12-18,10,6736,"INR"
Prod212,Cus006,Mark004,2018-12-20,77,78403,"INR"
Prod212,Cus016,Mark002,2018-12-21,4,3269,"INR"
Prod212,Cus006,Mark004,2019-01-07,77,78412,"INR"
Prod212,Cus016,Mark002,2019-01-08,1,176,"INR"
Prod212,Cus016,Mark002,2019-01-11,1,708,"INR"
Prod212,Cus005,Mark004,2019-01-15,10,6736,"INR"
Prod212,Cus006,Mark004,2019-01-18,77,78412,"INR"
Prod212,Cus016,Mark002,2019-01-18,1,1236,"INR"
Prod212,Cus016,Mark002,2019-01-28,2,1769,"INR"
Prod212,Cus005,Mark004,2019-01-29,10,6736,"INR"
Prod212,Cus006,Mark004,2019-01-29,1,0,"INR"
Prod212,Cus023,Mark002,2019-01-29,1,273,"INR"
Prod212,Cus016,Mark002,2019-02-01,1,1241,"INR"
Prod212,Cus006,Mark004,2019-02-04,77,78412,"INR"
Prod212,Cus016,Mark002,2019-02-04,2,1324,"INR"
Prod212,Cus007,Mark004,2019-02-08,1,162,"INR"
Prod212,Cus016,Mark002,2019-02-08,2,2032,"INR"
Prod212,Cus023,Mark002,2019-02-11,1,273,"INR"
Prod212,Cus006,Mark004,2019-02-15,77,78412,"INR"
Prod212,Cus016,Mark002,2019-02-15,4,3537,"INR"
Prod212,Cus005,Mark004,2019-02-19,2,1685,"INR"
Prod212,Cus016,Mark002,2019-02-22,8,7167,"INR"
Prod212,Cus005,Mark004,2019-02-26,2,1685,"INR"
Prod212,Cus023,Mark002,2019-02-28,1,273,"INR"
Prod212,Cus006,Mark004,2019-03-01,77,78412,"INR"
Prod212,Cus016,Mark002,2019-03-01,9,7690,"INR"
Prod212,Cus005,Mark004,2019-03-05,7,5329,"INR"
Prod212,Cus020,Mark004,2019-03-05,1,310,"INR"
Prod212,Cus016,Mark002,2019-03-08,3,2477,"INR"
Prod212,Cus023,Mark002,2019-03-08,2,1833,"INR"
Prod212,Cus005,Mark004,2019-03-12,10,6736,"INR"
Prod212,Cus020,Mark004,2019-03-12,1,310,"INR"
Prod212,Cus006,Mark004,2019-03-21,77,78412,"INR"
Prod212,Cus007,Mark004,2019-03-22,1,491,"INR"
Prod212,Cus005,Mark004,2019-03-26,5,3370,"INR"
Prod212,Cus006,Mark004,2019-03-29,77,78412,"INR"
Prod212,Cus016,Mark002,2019-03-29,2,1593,"INR"
Prod212,Cus023,Mark002,2019-03-29,3,3028,"INR"
Prod212,Cus020,Mark004,2019-04-05,1,310,"INR"
Prod212,Cus005,Mark004,2019-04-09,12,8421,"INR"
Prod212,Cus006,Mark004,2019-04-09,77,78412,"INR"
Prod212,Cus023,Mark002,2019-04-11,3,3028,"INR"
Prod212,Cus005,Mark004,2019-04-16,2,1685,"INR"
Prod212,Cus006,Mark004,2019-04-23,77,78412,"INR"
Prod212,Cus005,Mark004,2019-04-30,2,1685,"INR"
Prod212,Cus006,Mark004,2019-05-02,77,78412,"INR"
Prod212,Cus007,Mark004,2019-05-06,3,4741,"INR"
Prod212,Cus005,Mark004,2019-05-07,12,8421,"INR"
Prod212,Cus020,Mark004,2019-05-07,1,157,"INR"
Prod212,Cus023,Mark002,2019-05-07,7,6148,"INR"
Prod212,Cus020,Mark004,2019-05-09,1,310,"INR"
Prod212,Cus006,Mark004,2019-05-13,77,78412,"INR"
Prod212,Cus005,Mark004,2019-05-14,5,3370,"INR"
Prod212,Cus007,Mark004,2019-05-17,1,1963,"INR"
Prod212,Cus005,Mark004,2019-05-21,10,6736,"INR"
Prod212,Cus006,Mark004,2019-05-21,77,78412,"INR"
Prod212,Cus006,Mark004,2019-05-23,77,78412,"INR"
Prod212,Cus023,Mark002,2019-05-23,1,185,"INR"
Prod212,Cus016,Mark002,2019-05-27,1,264,"INR"
Prod212,Cus016,Mark002,2019-05-28,1,176,"INR"
Prod212,Cus016,Mark002,2019-05-31,1,352,"INR"
Prod212,Cus016,Mark002,2019-06-01,1,444,"INR"
Prod212,Cus006,Mark004,2019-06-03,77,78417,"INR"
Prod212,Cus020,Mark004,2019-06-07,1,310,"INR"
Prod212,Cus016,Mark002,2019-06-07,4,3542,"INR"
Prod212,Cus016,Mark002,2019-06-10,2,1681,"INR"
Prod212,Cus016,Mark002,2019-06-14,2,1412,"INR"
Prod212,Cus006,Mark004,2019-06-17,77,78412,"INR"
Prod212,Cus005,Mark004,2019-06-18,12,8421,"INR"
Prod212,Cus023,Mark002,2019-06-18,1,185,"INR"
Prod212,Cus006,Mark004,2019-06-21,77,78417,"INR"
Prod212,Cus016,Mark002,2019-06-28,1,1060,"INR"
Prod212,Cus016,Mark002,2019-07-01,2,1940,"INR"
Prod212,Cus023,Mark002,2019-07-03,1,185,"INR"
Prod212,Cus006,Mark004,2019-07-04,77,78412,"INR"
Prod212,Cus016,Mark002,2019-07-05,1,796,"INR"
Prod212,Cus016,Mark002,2019-07-08,3,2389,"INR"
Prod212,Cus005,Mark004,2019-07-09,14,10106,"INR"
Prod212,Cus016,Mark002,2019-07-12,1,884,"INR"
Prod212,Cus005,Mark004,2019-07-16,19,13472,"INR"
Prod212,Cus006,Mark004,2019-07-18,77,78412,"INR"
Prod212,Cus016,Mark002,2019-07-22,2,1676,"INR"
Prod212,Cus020,Mark004,2019-07-23,1,310,"INR"
Prod212,Cus006,Mark004,2019-07-26,77,78412,"INR"
Prod212,Cus016,Mark002,2019-07-26,5,4421,"INR"
Prod212,Cus006,Mark004,2019-08-01,77,78412,"INR"
Prod212,Cus016,Mark002,2019-08-02,2,1593,"INR"
Prod212,Cus016,Mark002,2019-08-05,1,972,"INR"
Prod212,Cus023,Mark002,2019-08-06,1,93,"INR"
Prod212,Cus016,Mark002,2019-08-09,1,884,"INR"
Prod212,Cus016,Mark002,2019-08-12,2,2037,"INR"
Prod212,Cus020,Mark004,2019-08-13,1,157,"INR"
Prod212,Cus006,Mark004,2019-08-14,77,78412,"INR"
Prod212,Cus016,Mark002,2019-08-16,2,1597,"INR"
Prod212,Cus016,Mark002,2019-08-19,2,1417,"INR"
Prod212,Cus005,Mark004,2019-08-20,19,13472,"INR"
Prod212,Cus023,Mark002,2019-08-22,1,93,"INR"
Prod212,Cus006,Mark004,2019-08-23,77,78412,"INR"
Prod212,Cus016,Mark002,2019-08-23,1,708,"INR"
Prod212,Cus016,Mark002,2019-08-26,1,972,"INR"
Prod212,Cus016,Mark002,2019-09-02,1,1060,"INR"
Prod212,Cus016,Mark002,2019-09-06,2,1412,"INR"
Prod212,Cus023,Mark002,2019-09-06,1,93,"INR"
Prod212,Cus023,Mark002,2019-09-09,1,185,"INR"
Prod212,Cus006,Mark004,2019-09-10,77,78412,"INR"
Prod212,Cus006,Mark004,2019-09-11,77,78412,"INR"
Prod212,Cus020,Mark004,2019-09-13,1,310,"INR"
Prod212,Cus016,Mark002,2019-09-13,1,1060,"INR"
Prod212,Cus005,Mark004,2019-09-17,19,13472,"INR"
Prod212,Cus006,Mark004,2019-09-18,77,78412,"INR"
Prod212,Cus016,Mark002,2019-09-20,2,1681,"INR"
Prod212,Cus016,Mark002,2019-09-27,2,1769,"INR"
Prod212,Cus006,Mark004,2019-09-30,77,78412,"INR"
Prod212,Cus023,Mark002,2019-09-30,1,185,"INR"
Prod212,Cus023,Mark002,2019-10-03,1,185,"INR"
Prod212,Cus016,Mark002,2019-10-04,11,9384,"INR"
Prod212,Cus016,Mark002,2019-10-11,5,4685,"INR"
Prod212,Cus005,Mark004,2019-10-15,19,13472,"INR"
Prod212,Cus006,Mark004,2019-10-15,77,78412,"INR"
